Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,No,Travel_Rarely,655,Sales,3,2,Medical,1,774,4,Male,53,2,4,Sales Executive,4,Single,9572,11984,3,Y,No,19,3,2,80,0,4,4,1,1,0,0,0
34,No,Travel_Rarely,1425,Research & Development,1,2,Technical Degree,1,775,2,Male,54,1,3,Manufacturing Director,2,Married,8441,19166,1,Y,Yes,15,3,4,80,1,14,3,3,1,0,0,0
39,Yes,Travel_Frequently,1117,Research & Development,10,3,Technical Degree,1,776,3,Male,31,4,3,Laboratory Technician,3,Married,10147,21848,1,Y,No,17,3,4,80,1,19,5,3,0,0,0,0
50,No,Travel_Rarely,553,Sales,9,2,Other,1,777,2,Male,94,2,1,Sales Executive,1,Married,6239,2334,3,Y,No,11,3,4,80,1,28,3,3,5,1,0,4
30,No,Travel_Rarely,277,Research & Development,12,3,Medical,1,778,3,Male,52,3,3,Laboratory Technician,3,Married,10273,4521,0,Y,No,15,3,4,80,1,8,3,3,4,1,1,2
40,No,Travel_Rarely,661,Research & Development,1,3,Other,1,779,3,Male,83,2,2,Laboratory Technician,4,Married,7958,14995,5,Y,No,14,3,2,80,1,18,4,3,6,3,1,1
26,No,Travel_Rarely,855,Sales,1,1,Life Sciences,1,780,2,Male,66,3,4,Manager,4,Married,9848,16569,1,Y,No,12,3,4,80,0,6,6,3,5,4,0,3
42,No,Travel_Rarely,1412,Research & Development,1,4,Life Sciences,1,781,1,Female,53,3,3,Manager,3,Divorced,10096,17152,2,Y,No,16,3,4,80,0,20,1,3,2,0,0,1
39,No,Travel_Rarely,1053,Research & Development,6,3,Medical,1,782,4,Male,83,3,3,Laboratory Technician,3,Single,9584,18402,2,Y,No,17,3,3,80,3,16,4,2,1,0,0,0
32,No,Travel_Rarely,170,Research & Development,11,2,Medical,1,783,2,Female,73,3,2,Manager,3,Married,5630,16116,2,Y,No,20,3,4,80,3,9,2,4,3,1,0,1
33,No,Travel_Rarely,436,Research & Development,4,3,Other,1,784,4,Male,49,3,4,Manufacturing Director,3,Single,11507,6487,1,Y,No,16,3,4,80,0,11,2,3,11,7,1,7
36,No,Travel_Rarely,1150,Research & Development,2,3,Medical,1,785,3,Male,55,3,2,Laboratory Technician,4,Married,7135,26588,5,Y,Yes,17,3,4,80,0,15,2,2,0,0,0,0
52,No,Travel_Rarely,131,Research & Development,14,3,Technical Degree,1,786,3,Female,74,2,3,Manufacturing Director,4,Married,10716,4933,3,Y,No,11,3,1,80,1,29,1,2,14,11,5,8
31,No,Travel_Rarely,1355,Research & Development,2,2,Life Sciences,1,787,4,Male,77,3,5,Research Director,4,Married,12070,6104,2,Y,No,11,3,1,80,0,9,0,4,1,0,0,0
35,Yes,Travel_Frequently,262,Research & Development,1,3,Medical,1,788,2,Male,58,2,2,Manager,4,Married,6153,12714,4,Y,No,18,4,4,80,0,15,6,3,1,0,0,0
18,Yes,Travel_Rarely,1175,Research & Development,6,3,Other,1,789,3,Male,46,3,4,Healthcare Representative,1,Single,9130,11689,0,Y,Yes,11,3,3,80,0,0,3,3,1,0,0,0
52,No,Travel_Rarely,551,Research & Development,7,4,Life Sciences,1,790,3,Male,73,2,2,Research Director,3,Married,8712,17274,2,Y,Yes,11,3,4,80,0,29,4,3,4,2,1,1
29,No,Travel_Frequently,1047,Research & Development,2,1,Other,1,791,2,Male,37,3,2,Healthcare Representative,4,Married,6899,18745,1,Y,No,14,3,4,80,0,8,2,1,5,4,0,3
31,No,Non-Travel,723,Research & Development,3,5,Technical Degree,1,792,3,Male,75,2,1,Manager,4,Divorced,3968,10030,2,Y,No,25,3,2,80,0,9,1,4,5,3,2,4
38,No,Non-Travel,703,Sales,4,4,Life Sciences,1,793,3,Male,45,3,3,Sales Representative,3,Single,8965,11906,3,Y,Yes,20,3,1,80,1,15,1,2,5,2,0,4
60,No,Travel_Rarely,824,Research & Development,3,3,Technical Degree,1,794,4,Female,56,3,1,Laboratory Technician,4,Single,6361,10671,2,Y,Yes,11,3,3,80,2,37,1,2,7,2,2,6
26,No,Travel_Frequently,920,Sales,13,3,Other,1,795,2,Male,66,3,3,Sales Representative,3,Married,8209,18337,2,Y,Yes,20,3,1,80,1,5,5,3,5,4,1,2
41,No,Travel_Frequently,238,Research & Development,2,4,Technical Degree,1,796,2,Male,90,3,3,Manager,3,Divorced,8719,22420,2,Y,No,18,3,2,80,1,18,2,3,1,0,0,0
24,No,Non-Travel,1151,Research & Development,3,2,Technical Degree,1,797,4,Female,93,3,1,Laboratory Technician,4,Married,2526,4395,3,Y,No,19,3,2,80,0,4,5,4,4,2,1,3
51,No,Travel_Frequently,1386,Sales,4,4,Medical,1,798,3,Male,76,3,1,Sales Representative,3,Married,6591,17620,2,Y,No,14,3,2,80,0,30,6,3,3,2,0,2
35,No,Non-Travel,910,Research & Development,1,4,Other,1,799,2,Female,80,1,3,Laboratory Technician,1,Married,9622,7124,1,Y,No,16,3,4,80,1,12,2,3,8,7,3,5
38,Yes,Travel_Frequently,330,Research & Development,8,5,Life Sciences,1,800,3,Male,59,3,4,Manufacturing Director,4,Married,10661,11934,4,Y,No,15,3,3,80,2,15,4,3,0,0,0,0
39,No,Non-Travel,538,Research & Development,11,3,Life Sciences,1,801,4,Male,80,3,2,Research Scientist,2,Single,6206,24521,4,Y,No,16,3,3,80,2,17,4,2,6,4,0,2
35,No,Travel_Rarely,861,Research & Development,13,3,Life Sciences,1,802,1,Male,75,3,3,Research Scientist,3,Divorced,9384,26670,3,Y,No,19,3,3,80,0,15,5,3,8,6,0,2
35,No,Travel_Rarely,614,Research & Development,3,3,Other,1,803,4,Male,44,3,5,Research Director,4,Single,15018,6295,1,Y,No,11,3,1,80,1,15,1,3,9,8,2,6
32,No,Travel_Rarely,1399,Research & Development,5,1,Life Sciences,1,804,3,Male,88,1,3,Research Director,3,Single,9129,9491,0,Y,No,16,3,2,80,0,11,1,2,2,0,0,1
28,No,Travel_Rarely,967,Research & Development,6,3,Technical Degree,1,805,4,Female,78,3,1,Research Director,1,Married,2631,11403,4,Y,Yes,11,3,3,80,1,8,4,2,8,7,0,5
32,Yes,Travel_Rarely,246,Research & Development,8,4,Life Sciences,1,806,2,Male,76,3,3,Manager,2,Single,8262,15173,2,Y,Yes,11,4,3,80,1,10,3,2,7,3,3,4
31,No,Non-Travel,1034,Sales,5,1,Marketing,1,807,1,Male,46,1,4,Sales Executive,4,Married,12748,24699,0,Y,No,16,3,4,80,0,10,4,2,2,1,0,1
25,No,Travel_Frequently,824,Research & Development,7,3,Medical,1,808,4,Female,67,2,2,Healthcare Representative,2,Single,6561,26675,1,Y,Yes,11,3,3,80,0,4,3,3,2,1,0,1
33,No,Travel_Rarely,427,Sales,7,2,Marketing,1,809,3,Male,95,1,3,Sales Executive,4,Divorced,9870,12516,3,Y,No,17,3,3,80,0,11,1,2,5,1,0,2
23,No,Travel_Rarely,984,Sales,12,5,Life Sciences,1,810,4,Male,81,1,5,Sales Executive,1,Married,12422,21103,1,Y,No,16,3,3,80,2,2,1,3,2,1,1,1
35,No,Travel_Rarely,1110,Research & Development,9,2,Medical,1,811,3,Male,87,2,3,Laboratory Technician,4,Single,8510,18879,5,Y,Yes,12,3,4,80,0,12,3,3,12,9,3,7
43,No,Travel_Rarely,478,Sales,18,2,Marketing,1,812,2,Male,83,2,5,Sales Executive,4,Divorced,14001,3615,5,Y,Yes,14,3,4,80,1,22,3,4,8,6,1,7
34,No,Travel_Rarely,455,Sales,3,3,Life Sciences,1,813,3,Female,74,3,3,Sales Executive,2,Married,8774,9881,4,Y,No,13,3,2,80,0,11,0,2,5,3,1,2
27,No,Travel_Rarely,105,Research & Development,5,1,Medical,1,814,4,Male,52,3,5,Research Director,3,Married,13410,8034,0,Y,Yes,16,3,3,80,0,4,1,2,4,2,2,2
48,No,Travel_Frequently,1303,Research & Development,14,4,Medical,1,815,3,Male,62,4,3,Research Scientist,3,Divorced,10193,26783,1,Y,No,20,3,3,80,3,25,3,4,0,0,0,0
26,No,Travel_Rarely,1225,Sales,9,3,Marketing,1,816,3,Female,55,2,2,Sales Representative,1,Single,5715,11384,0,Y,No,14,3,2,80,1,5,2,3,5,2,0,2
26,No,Travel_Rarely,606,Research & Development,1,3,Technical Degree,1,817,3,Female,36,2,3,Manager,3,Divorced,6036,13277,4,Y,No,14,3,2,80,2,3,4,4,2,1,0,0
50,No,Travel_Rarely,249,Research & Development,5,4,Technical Degree,1,818,2,Male,74,3,4,Laboratory Technician,3,Single,13002,14339,2,Y,No,11,3,3,80,0,30,3,3,4,3,1,2
39,No,Travel_Rarely,1497,Research & Development,20,1,Life Sciences,1,819,2,Female,98,3,2,Laboratory Technician,2,Divorced,8300,24404,7,Y,No,16,3,2,80,1,18,4,2,0,0,0,0
24,No,Travel_Rarely,1091,Research & Development,3,3,Life Sciences,1,820,4,Male,63,3,1,Manufacturing Director,3,Divorced,1773,19015,2,Y,No,14,3,4,80,2,2,5,4,2,1,0,1
39,No,Travel_Rarely,419,Research & Development,6,3,Other,1,821,3,Male,69,3,4,Manager,1,Divorced,9496,15339,2,Y,No,13,3,3,80,3,16,0,3,0,0,0,0
34,No,Travel_Rarely,724,Sales,2,1,Life Sciences,1,822,4,Female,41,2,3,Sales Representative,1,Single,9065,21267,3,Y,No,14,3,1,80,1,12,1,3,2,1,0,1
24,No,Travel_Rarely,189,Research & Development,12,3,Life Sciences,1,823,3,Male,45,3,3,Research Director,3,Single,7219,15463,5,Y,Yes,14,3,4,80,1,4,3,2,1,0,0,0
49,Yes,Travel_Rarely,273,Research & Development,4,1,Life Sciences,1,824,1,Female,33,3,3,Laboratory Technician,4,Single,10081,26140,9,Y,No,15,3,4,80,2,27,2,1,4,3,1,3
46,No,Travel_Rarely,1121,Sales,5,5,Other,1,825,3,Male,79,3,5,Sales Representative,2,Single,14805,12205,4,Y,Yes,18,4,1,80,2,24,2,2,19,14,7,9
56,No,Travel_Rarely,1195,Sales,1,1,Life Sciences,1,826,4,Female,92,2,1,Manager,1,Single,6926,15719,3,Y,No,11,3,1,80,2,35,2,3,2,0,0,1
41,No,Travel_Rarely,1272,Human Resources,1,4,Other,1,827,3,Male,81,4,5,Human Resources,1,Divorced,13168,6369,4,Y,Yes,11,3,4,80,1,19,2,3,3,2,0,2
41,No,Travel_Rarely,745,Research & Development,1,2,Medical,1,828,1,Male,69,2,3,Healthcare Representative,4,Married,8890,25789,4,Y,No,11,3,3,80,1,20,1,3,0,0,0,0
35,Yes,Travel_Frequently,1187,Sales,2,2,Medical,1,829,4,Female,78,3,2,Sales Representative,1,Married,7326,25791,2,Y,No,17,3,3,80,2,13,2,3,0,0,0,0
43,Yes,Travel_Frequently,447,Research & Development,21,1,Life Sciences,1,830,3,Male,45,4,3,Manufacturing Director,1,Divorced,10554,2353,4,Y,No,13,3,2,80,1,21,1,2,2,1,0,0
31,Yes,Travel_Rarely,270,Research & Development,4,2,Other,1,831,2,Male,77,2,2,Manufacturing Director,4,Single,7277,5773,1,Y,Yes,14,3,2,80,1,9,1,3,2,1,0,1
50,No,Travel_Rarely,1096,Sales,2,4,Medical,1,832,2,Male,50,2,2,Manager,2,Divorced,7103,26556,2,Y,Yes,11,3,3,80,1,28,0,3,1,0,0,0
39,No,Travel_Rarely,451,Research & Development,3,3,Technical Degree,1,833,4,Female,96,3,5,Laboratory Technician,4,Married,13862,25486,2,Y,No,16,3,3,80,2,16,2,2,1,0,0,0
46,Yes,Non-Travel,259,Research & Development,8,4,Life Sciences,1,834,2,Male,45,3,3,Manager,4,Married,10269,24941,6,Y,Yes,11,3,4,80,0,23,1,4,0,0,0,0
47,No,Travel_Rarely,940,Research & Development,19,3,Other,1,835,3,Male,92,2,3,Laboratory Technician,3,Single,9608,24562,1,Y,No,12,3,3,80,0,26,3,3,3,1,1,2
49,No,Travel_Rarely,1175,Sales,2,2,Other,1,836,3,Male,55,2,1,Sales Executive,4,Married,7106,5544,4,Y,No,21,3,2,80,1,26,2,3,0,0,0,0
60,No,Travel_Rarely,867,Sales,1,3,Marketing,1,837,3,Male,71,3,2,Sales Executive,3,Divorced,10218,2471,4,Y,Yes,15,3,4,80,1,38,2,2,0,0,0,0
49,No,Travel_Rarely,372,Human Resources,21,4,Other,1,838,4,Male,34,3,5,Manager,2,Single,16094,7707,4,Y,Yes,11,3,3,80,1,29,3,3,7,5,0,6
35,No,Travel_Frequently,142,Research & Development,6,2,Medical,1,839,3,Male,34,3,5,Manager,3,Single,14037,25668,4,Y,No,14,4,1,80,2,12,3,3,9,4,1,4
42,No,Travel_Rarely,1211,Research & Development,14,1,Other,1,840,2,Female,67,2,4,Healthcare Representative,4,Married,12987,8419,3,Y,No,13,3,3,80,1,22,1,3,1,0,0,0
32,No,Travel_Rarely,1055,Research & Development,3,4,Technical Degree,1,841,3,Female,85,3,2,Manager,3,Married,7215,4638,3,Y,No,11,3,3,80,0,11,3,3,0,0,0,0
33,No,Travel_Rarely,123,Research & Development,1,4,Medical,1,842,1,Male,65,2,3,Laboratory Technician,3,Single,9239,4471,2,Y,No,11,3,2,80,0,11,5,3,0,0,0,0
34,No,Travel_Rarely,590,Research & Development,1,2,Life Sciences,1,843,3,Male,91,4,2,Research Director,2,Married,6888,15834,1,Y,No,12,3,4,80,2,12,1,3,6,4,0,5
34,Yes,Travel_Rarely,403,Research & Development,4,5,Technical Degree,1,844,1,Female,35,4,2,Healthcare Representative,3,Married,5464,16917,3,Y,No,11,4,3,80,1,13,3,3,0,0,0,0
42,No,Travel_Rarely,1237,Research & Development,2,5,Other,1,845,4,Male,95,3,3,Healthcare Representative,2,Married,9152,13979,3,Y,No,17,3,1,80,2,22,1,4,1,0,0,0
27,No,Travel_Rarely,702,Research & Development,29,1,Medical,1,846,4,Female,77,2,3,Healthcare Representative,3,Single,7879,20382,0,Y,No,14,3,3,80,2,4,3,3,4,3,1,1
27,No,Non-Travel,613,Research & Development,17,3,Medical,1,847,3,Male,74,2,3,Research Director,4,Divorced,6886,24175,2,Y,No,15,3,3,80,1,4,4,3,1,0,0,0
25,No,Travel_Frequently,1183,Research & Development,1,3,Life Sciences,1,848,3,Male,73,3,5,Laboratory Technician,1,Married,13303,17792,6,Y,No,17,4,2,80,0,5,6,3,0,0,0,0
28,Yes,Travel_Rarely,345,Research & Development,1,5,Life Sciences,1,849,4,Male,40,3,1,Research Director,3,Married,2390,8837,2,Y,Yes,19,3,2,80,0,8,2,3,4,3,0,3
39,No,Travel_Rarely,1091,Research & Development,29,4,Other,1,850,4,Female,54,4,4,Manager,2,Divorced,12212,7778,5,Y,No,11,4,1,80,1,17,4,3,5,1,0,3
43,No,Travel_Rarely,214,Research & Development,3,3,Other,1,851,2,Female,97,3,2,Laboratory Technician,2,Married,7939,3873,0,Y,No,11,3,3,80,1,21,2,3,0,0,0,0
35,Yes,Travel_Rarely,179,Research & Development,5,4,Medical,1,852,3,Male,57,1,1,Healthcare Representative,1,Married,6091,20055,1,Y,No,15,3,3,80,2,13,4,3,1,0,0,0
39,No,Travel_Frequently,359,Sales,9,2,Other,1,853,4,Male,57,4,4,Sales Executive,4,Married,11130,25272,1,Y,Yes,11,3,1,80,1,16,2,3,16,6,8,10
32,No,Travel_Rarely,538,Research & Development,7,3,Medical,1,854,4,Female,39,3,3,Manager,2,Married,8442,12789,5,Y,No,11,4,4,80,1,12,4,3,2,0,1,1
31,No,Travel_Rarely,393,Sales,3,3,Other,1,855,1,Male,46,3,5,Manager,4,Divorced,12560,16519,6,Y,No,18,3,3,80,1,10,1,2,9,8,1,4
45,No,Travel_Rarely,1413,Research & Development,4,2,Life Sciences,1,856,4,Female,31,3,3,Research Director,4,Married,8873,20438,1,Y,No,19,3,4,80,0,24,2,3,1,0,0,0
43,No,Travel_Rarely,901,Research & Development,3,4,Medical,1,857,4,Male,89,3,1,Manufacturing Director,2,Married,5675,26542,2,Y,No,14,3,4,80,2,23,3,3,17,11,1,8
50,No,Travel_Rarely,640,Research & Development,2,1,Other,1,858,3,Female,79,3,2,Research Director,4,Single,8994,10191,3,Y,Yes,14,3,2,80,2,30,5,2,1,0,0,0
35,No,Travel_Frequently,108,Research & Development,9,3,Other,1,859,4,Male,76,2,3,Manager,4,Single,8555,22750,4,Y,No,19,3,3,80,0,13,1,3,4,2,0,3
51,Yes,Travel_Rarely,970,Sales,25,4,Other,1,860,3,Female,62,2,2,Sales Executive,4,Married,9886,24187,2,Y,Yes,12,3,3,80,0,28,1,3,5,4,0,3
35,No,Travel_Frequently,821,Research & Development,1,3,Other,1,861,4,Female,80,3,4,Research Director,4,Divorced,11282,11268,2,Y,No,18,3,1,80,1,15,1,3,7,4,3,4
39,No,Travel_Rarely,533,Research & Development,6,5,Technical Degree,1,862,2,Female,98,3,2,Manager,1,Married,6745,3233,3,Y,Yes,13,3,2,80,1,16,1,3,2,1,1,1
21,No,Travel_Rarely,1176,Research & Development,3,1,Medical,1,863,4,Male,70,2,2,Manufacturing Director,3,Single,7828,17923,1,Y,No,22,3,3,80,0,0,5,2,1,0,0,0
38,No,Travel_Rarely,197,Research & Development,5,3,Technical Degree,1,864,2,Female,53,4,1,Laboratory Technician,1,Married,4755,13475,2,Y,No,13,3,2,80,0,16,5,3,0,0,0,0
43,No,Travel_Frequently,889,Sales,2,3,Life Sciences,1,865,1,Male,89,4,1,Sales Executive,1,Married,4637,20711,0,Y,Yes,14,3,2,80,1,20,4,2,0,0,0,0
22,No,Travel_Frequently,1442,Research & Development,14,3,Medical,1,866,4,Male,55,2,2,Laboratory Technician,2,Divorced,5300,7569,2,Y,No,15,4,4,80,1,1,2,3,1,0,0,0
42,No,Travel_Rarely,754,Sales,2,4,Marketing,1,867,3,Male,38,3,2,Manager,1,Married,7018,25228,4,Y,Yes,11,3,3,80,0,22,4,3,2,1,0,1
48,Yes,Travel_Rarely,1215,Research & Development,29,1,Technical Degree,1,868,2,Male,33,3,3,Laboratory Technician,3,Married,11305,18539,4,Y,Yes,14,3,1,80,0,28,2,3,0,0,0,0
43,Yes,Travel_Rarely,162,Sales,10,4,Medical,1,869,2,Male,86,3,3,Sales Executive,2,Single,9534,12408,0,Y,No,14,3,3,80,0,21,3,1,15,6,6,14
57,No,Non-Travel,696,Research & Development,10,3,Life Sciences,1,870,1,Female,74,3,4,Research Director,2,Married,13349,13437,4,Y,Yes,16,3,4,80,0,36,2,3,0,0,0,0
45,No,Travel_Rarely,999,Research & Development,1,2,Other,1,871,3,Male,96,3,3,Laboratory Technician,3,Married,9434,9432,2,Y,Yes,16,3,4,80,0,22,2,3,1,0,0,0
34,No,Travel_Rarely,894,Research & Development,1,4,Medical,1,872,2,Female,96,4,3,Healthcare Representative,1,Married,9055,14596,1,Y,No,11,3,3,80,2,12,3,3,3,2,1,1
33,No,Travel_Rarely,550,Research & Development,8,5,Technical Degree,1,873,3,Female,89,3,4,Manager,4,Married,12692,4749,4,Y,Yes,12,3,3,80,0,11,1,3,1,0,0,0
47,No,Travel_Rarely,325,Research & Development,2,3,Technical Degree,1,874,3,Male,35,2,3,Healthcare Representative,2,Married,9151,11472,2,Y,No,11,3,4,80,0,25,3,3,6,2,2,4
40,Yes,Travel_Rarely,387,Sales,4,1,Life Sciences,1,875,3,Male,78,3,1,Sales Representative,1,Divorced,5535,9424,1,Y,No,15,3,4,80,1,18,3,1,0,0,0,0
40,No,Travel_Rarely,992,Research & Development,1,4,Other,1,876,4,Female,51,3,2,Research Director,1,Married,7148,20513,3,Y,Yes,22,3,2,80,1,19,0,2,0,0,0,0
39,No,Travel_Frequently,309,Research & Development,10,3,Medical,1,877,1,Female,41,3,2,Research Scientist,4,Married,7984,6777,3,Y,No,17,4,4,80,0,16,6,3,2,1,1,0
39,No,Travel_Rarely,319,Research & Development,8,4,Medical,1,878,4,Male,61,3,2,Laboratory Technician,3,Married,7070,16755,0,Y,No,11,3,4,80,0,16,4,3,2,0,0,1
36,No,Travel_Rarely,1131,Human Resources,13,4,Other,1,879,3,Male,58,1,3,Human Resources,1,Divorced,8204,11958,1,Y,No,14,3,4,80,0,15,2,3,1,0,0,0
18,Yes,Travel_Rarely,402,Research & Development,3,1,Medical,1,880,4,Male,33,3,2,Manager,1,Married,5230,21529,5,Y,No,17,3,2,80,0,0,5,3,1,0,0,0
41,Yes,Travel_Rarely,1391,Research & Development,12,2,Technical Degree,1,881,4,Female,92,3,2,Research Scientist,3,Divorced,7375,20628,2,Y,No,20,3,4,80,0,18,3,3,1,0,0,0
34,No,Travel_Rarely,1324,Research & Development,2,4,Life Sciences,1,882,3,Female,55,1,4,Laboratory Technician,3,Single,11160,10198,6,Y,No,12,3,1,80,2,11,3,3,0,0,0,0
45,Yes,Travel_Rarely,175,Research & Development,15,3,Medical,1,883,1,Male,50,3,3,Healthcare Representative,1,Divorced,10336,3654,0,Y,Yes,11,3,3,80,1,25,3,3,5,3,2,4
41,No,Travel_Rarely,870,Research & Development,4,1,Life Sciences,1,884,3,Male,67,3,5,Manufacturing Director,3,Divorced,14924,25503,2,Y,No,11,4,3,80,0,18,1,3,3,2,0,2
26,No,Travel_Frequently,676,Sales,3,3,Other,1,885,4,Male,33,3,5,Manager,3,Single,13006,20297,0,Y,No,16,4,3,80,1,4,1,3,0,0,0,0
35,No,Travel_Rarely,617,Sales,15,3,Marketing,1,886,3,Female,94,2,3,Sales Representative,3,Single,10130,6539,3,Y,No,17,3,2,80,2,14,1,3,5,2,0,2
35,No,Travel_Rarely,975,Research & Development,1,3,Technical Degree,1,887,3,Male,31,3,1,Research Scientist,4,Single,3650,14903,1,Y,No,12,3,3,80,2,15,1,3,1,0,0,0
34,No,Travel_Rarely,456,Human Resources,16,4,Other,1,888,4,Female,37,2,5,Manager,2,Married,13971,13654,6,Y,No,15,4,4,80,1,14,5,3,7,6,1,3
37,No,Travel_Rarely,187,Research & Development,1,3,Technical Degree,1,889,3,Female,69,3,3,Manager,4,Married,7740,17596,0,Y,No,15,3,2,80,0,16,3,2,6,4,2,3
46,No,Travel_Frequently,670,Research & Development,6,4,Technical Degree,1,890,3,Male,91,3,2,Manufacturing Director,1,Married,8971,24963,1,Y,No,16,3,4,80,0,25,4,4,7,4,1,6
46,No,Travel_Frequently,1041,Sales,8,3,Other,1,891,1,Male,75,2,4,Sales Representative,3,Single,13080,10098,2,Y,No,15,3,3,80,3,25,6,3,19,5,3,6
43,Yes,Travel_Rarely,272,Research & Development,28,2,Life Sciences,1,892,2,Male,75,2,2,Manager,2,Divorced,7501,10902,2,Y,No,16,3,3,80,2,23,1,2,0,0,0,0
38,No,Travel_Rarely,732,Research & Development,2,3,Medical,1,893,2,Male,55,1,2,Manager,4,Single,7574,25139,6,Y,No,15,3,2,80,0,17,3,3,0,0,0,0
36,No,Travel_Rarely,969,Research & Development,1,4,Life Sciences,1,894,3,Female,83,2,4,Research Scientist,2,Married,12272,19148,1,Y,Yes,12,3,3,80,0,13,2,3,4,3,0,1
41,No,Travel_Rarely,1285,Research & Development,3,3,Life Sciences,1,895,4,Male,92,2,2,Research Director,4,Married,7592,25159,3,Y,No,11,3,1,80,0,21,3,3,16,7,6,15
30,No,Travel_Frequently,773,Research & Development,2,3,Medical,1,896,2,Female,93,2,3,Research Director,2,Divorced,8340,23483,3,Y,No,14,3,1,80,0,9,4,3,3,1,0,2
31,No,Travel_Rarely,1324,Sales,7,3,Other,1,897,1,Female,51,3,5,Manager,3,Married,12801,20431,0,Y,No,17,3,4,80,0,8,1,3,0,0,0,0
51,No,Travel_Rarely,444,Research & Development,5,1,Other,1,898,3,Female,64,1,4,Healthcare Representative,4,Married,12060,8558,5,Y,No,14,3,1,80,2,29,2,3,6,4,0,3
42,Yes,Travel_Rarely,319,Sales,6,5,Marketing,1,899,3,Male,88,2,4,Sales Executive,3,Single,13555,17799,2,Y,Yes,11,3,4,80,1,19,1,1,5,1,2,4
38,Yes,Travel_Rarely,1036,Sales,4,3,Other,1,900,4,Male,47,4,1,Sales Representative,4,Married,2975,18817,1,Y,Yes,11,4,1,80,1,15,1,2,12,10,2,6
42,No,Travel_Rarely,1238,Sales,1,4,Marketing,1,901,3,Female,91,3,4,Sales Representative,4,Divorced,10850,12560,8,Y,Yes,16,3,4,80,1,21,2,3,5,2,2,3
49,Yes,Non-Travel,1346,Sales,16,3,Life Sciences,1,902,4,Male,72,3,1,Manager,4,Married,7682,13991,0,Y,No,13,3,1,80,0,29,2,3,11,7,0,8
48,Yes,Travel_Frequently,196,Sales,26,2,Life Sciences,1,903,4,Female,86,3,2,Sales Executive,3,Married,7888,6214,3,Y,No,18,3,2,80,1,26,1,2,6,1,1,5
45,No,Non-Travel,1341,Research & Development,7,2,Life Sciences,1,904,1,Male,92,3,5,Laboratory Technician,4,Married,13668,21969,1,Y,No,17,3,3,80,0,23,4,2,4,3,0,3
48,No,Travel_Rarely,699,Research & Development,22,5,Other,1,905,4,Male,71,2,5,Laboratory Technician,4,Divorced,13311,10242,2,Y,Yes,11,3,1,80,0,27,5,3,5,2,0,4
39,No,Travel_Rarely,743,Human Resources,5,3,Human Resources,1,906,4,Male,55,3,3,Manager,3,Married,7906,9749,3,Y,No,13,3,3,80,1,19,5,4,1,0,0,0
38,No,Travel_Frequently,941,Research & Development,9,4,Life Sciences,1,907,2,Male,89,2,1,Laboratory Technician,4,Married,4592,13310,4,Y,No,11,3,3,80,0,15,5,3,6,4,1,4
19,No,Non-Travel,265,Research & Development,6,4,Medical,1,908,4,Male,60,3,2,Healthcare Representative,4,Single,6035,15233,3,Y,No,13,4,2,80,1,0,1,3,0,0,0,0
43,No,Travel_Rarely,652,Research & Development,3,4,Medical,1,909,4,Male,95,4,2,Manager,3,Single,8090,8664,1,Y,No,18,3,1,80,1,21,1,2,1,0,0,0
38,No,Travel_Rarely,999,Sales,3,3,Medical,1,910,3,Female,58,1,5,Sales Executive,2,Single,14799,17494,2,Y,No,13,3,2,80,0,18,3,3,1,0,0,0
27,No,Travel_Frequently,539,Research & Development,2,1,Technical Degree,1,911,4,Male,40,3,2,Laboratory Technician,3,Divorced,5919,19314,3,Y,No,11,3,3,80,1,7,3,1,7,2,1,4
37,No,Travel_Rarely,209,Research & Development,13,1,Medical,1,912,3,Male,60,3,2,Manager,2,Married,4722,25309,3,Y,No,11,3,3,80,1,17,2,3,5,3,0,2
36,No,Travel_Rarely,1276,Research & Development,6,3,Technical Degree,1,913,2,Female,41,2,1,Manager,3,Single,4294,7028,3,Y,No,21,3,3,80,0,14,3,2,7,3,2,2
45,No,Travel_Frequently,1073,Research & Development,11,3,Other,1,914,2,Male,33,3,2,Laboratory Technician,3,Married,8763,7540,0,Y,Yes,11,3,3,80,3,24,1,3,20,11,7,16
38,No,Travel_Rarely,1133,Research & Development,4,4,Technical Degree,1,915,4,Male,66,2,5,Research Director,3,Married,13639,26741,2,Y,No,11,3,3,80,0,17,3,3,1,0,0,0
35,Yes,Travel_Frequently,510,Sales,1,2,Medical,1,916,1,Male,79,3,3,Sales Executive,4,Single,8294,12178,0,Y,Yes,15,3,1,80,0,14,2,3,0,0,0,0
38,No,Travel_Frequently,552,Human Resources,14,2,Life Sciences,1,917,1,Male,76,3,1,Human Resources,1,Married,4738,26528,6,Y,No,13,3,1,80,2,17,2,3,2,1,0,0
